cccd,sobaodanh,d_phuongthuc,TO,LI,HO,SI,SU,DI,VA,N1_THI,N1_CC,CNCN,CNNN,TI,KTPL,NL1,NK1,NK2,NK3,NK4,NK5,NK6
TS_45193,TS_45193,PT1,5,0,0,0,0,9.5,8.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45194,TS_45194,PT1,6.5,0,0,0,8.75,0,9.25,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45195,TS_45195,PT1,4.75,0,0,0,0,7.35,7.75,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45196,TS_45196,PT1,6.25,7,0,0,0,0,8.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45197,TS_45197,PT1,4.25,0,0,0,7.5,8.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45198,TS_45198,PT1,5.5,0,0,0,0,0,8,3.25,3.25,0,0,0,9.25,0,0,0,0,0,0,0
TS_45199,TS_45199,PT1,2.6,0,0,0,0,5.35,7.75,0,0,0,0,0,7.25,0,8.25,5.5,0,0,0,0
TS_45200,TS_45200,PT1,5.1,0,0,7,0,0,7.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45201,TS_45201,PT1,4.75,0,0,0,0,5.6,5.83,3.25,3.25,0,0,0,0,0,7.25,7,0,0,0,0
TS_45202,TS_45202,PT1,6.25,8,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45203,TS_45203,PT1,5.5,0,0,0,0,0,8.25,4.5,4.5,0,9,0,0,0,0,0,0,0,0,0
TS_45204,TS_45204,PT1,5.1,0,4.85,0,0,0,8.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45205,TS_45205,PT1,5,0,0,0,7.75,0,7.25,9,9,0,0,0,0,0,0,0,0,0,0,0
TS_45206,TS_45206,PT1,4.5,4.35,0,0,7.25,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45207,TS_45207,PT1,5.1,7.75,6.25,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45208,TS_45208,PT1,6.5,5.6,0,0,0,0,6.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45209,TS_45209,PT1,5.5,0,0,0,0,0,7.5,7,7,0,0,0,9,0,0,0,0,0,0,0
TS_45210,TS_45210,PT1,5.25,6.5,0,0,0,0,7,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45211,TS_45211,PT1,6,6,0,0,0,0,6,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_45212,TS_45212,PT1,6.1,0,0,0,0,0,8.5,5.5,5.5,0,0,0,8.25,0,0,0,0,0,0,0
TS_45213,TS_45213,PT1,4.75,0,0,0,0,0,8.25,5,5,0,0,0,8.5,0,0,0,0,0,0,0
TS_45214,TS_45214,PT1,5.25,0,0,0,0,0,7.75,4.75,4.75,0,0,0,9,0,0,0,0,0,0,0
TS_45215,TS_45215,PT1,7.5,6.1,0,0,0,0,7.25,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_45216,TS_45216,PT1,5.5,0,0,0,0,0,8.25,3.75,3.75,0,0,0,8.5,0,0,0,0,0,0,0
TS_45217,TS_45217,PT1,6.75,6.75,0,0,0,0,9,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_45218,TS_45218,PT1,6.25,0,0,0,0,8.25,7.75,7,7,0,0,0,0,0,0,0,0,0,0,0
TS_45219,TS_45219,PT1,8,8.25,9.25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45220,TS_45220,PT1,2.5,0,0,0,6.75,5.6,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45221,TS_45221,PT1,5.5,0,0,0,0,0,7.75,4.75,4.75,0,0,0,9.25,0,8.5,7,0,0,0,0
TS_45222,TS_45222,PT1,5.35,0,0,0,8.75,0,8,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45223,TS_45223,PT1,6.5,5.75,0,0,0,0,7.5,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45224,TS_45224,PT1,5.6,0,0,0,0,0,8,6.75,6.75,0,0,0,7.75,0,0,0,0,0,0,0
TS_45225,TS_45225,PT1,5.75,7.1,4.85,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45226,TS_45226,PT1,6.25,0,7,5.75,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45227,TS_45227,PT1,5,0,0,0,8.5,0,7.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_45228,TS_45228,PT1,4.1,6.7,4.6,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45229,TS_45229,PT1,5,0,0,0,0,0,7,5.75,5.75,0,0,0,8,0,0,0,0,0,0,0
TS_45230,TS_45230,PT1,5,0,0,0,7.25,8.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45231,TS_45231,PT1,8,0,7.25,0,0,0,5.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45232,TS_45232,PT1,1.75,0,0,0,5.6,0,7.5,0,0,0,0,0,6.25,0,0,0,0,0,0,0
TS_45233,TS_45233,PT1,5.25,6.25,0,0,0,0,7.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45234,TS_45234,PT1,8.5,9.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45235,TS_45235,PT1,3.85,0,0,0,0,0,5.5,8.75,8.75,0,0,0,6.75,0,0,0,0,0,0,0
TS_45236,TS_45236,PT1,7.75,8,0,0,0,0,8,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45237,TS_45237,PT1,4.75,0,0,0,0,0,8,3.75,3.75,0,0,0,8.25,0,0,0,0,0,0,0
TS_45238,TS_45238,PT1,4.5,0,0,0,6.85,8.25,7.5,0,0,0,0,0,0,0,8.25,8.5,0,0,0,0
TS_45239,TS_45239,PT1,7.5,9,0,0,0,0,7.5,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45240,TS_45240,PT1,5.25,0,0,0,8.6,0,8.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45241,TS_45241,PT1,9,9.5,9.75,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45242,TS_45242,PT1,6.75,6.75,0,0,0,0,7.25,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_45243,TS_45243,PT1,5.8,0,0,0,7.75,8.75,8.25,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0
TS_45244,TS_45244,PT1,6.6,0,0,0,8,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45245,TS_45245,PT1,6.25,0,0,0,7.25,7.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45246,TS_45246,PT1,4.75,0,0,0,7.35,0,7,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_45247,TS_45247,PT1,7.25,0,0,0,8.75,0,7.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45248,TS_45248,PT1,7.5,8.25,7.5,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45249,TS_45249,PT1,5.5,0,0,0,0,0,9,4.75,4.75,0,0,0,9.75,0,10,7,0,0,0,0
TS_45250,TS_45250,PT1,6,0,6.25,0,0,0,6,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45251,TS_45251,PT1,5.35,0,0,0,0,0,7.5,9,9,0,0,0,9,0,0,0,0,0,0,0
TS_45252,TS_45252,PT1,5.5,0,0,0,6.75,0,7.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_45253,TS_45253,PT1,5.35,0,0,0,0,0,7.5,4.75,4.75,0,0,0,8.1,0,0,0,0,0,0,0
TS_45254,TS_45254,PT1,6.25,8.75,0,0,0,0,8.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45255,TS_45255,PT1,8.75,9,8.75,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45256,TS_45256,PT1,5.1,0,0,0,0,5.25,7,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45257,TS_45257,PT1,5.5,0,0,0,8.75,0,8.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45258,TS_45258,PT1,6.75,0,8.25,0,0,0,8.5,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_45259,TS_45259,PT1,4.5,0,0,0,0,0,7.75,5.75,5.75,0,0,0,8,0,0,0,0,0,0,0
TS_45260,TS_45260,PT1,6.1,8,5.75,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45261,TS_45261,PT1,3.75,0,0,0,7.25,0,8.5,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0
TS_45262,TS_45262,PT1,3.85,0,4,0,7.25,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45263,TS_45263,PT1,4.1,5.75,0,0,0,0,6.25,3,3,0,0,0,0,0,0,0,0,0,0,0
TS_45264,TS_45264,PT1,3.35,0,0,0,7.25,0,7,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0
TS_45265,TS_45265,PT1,5.25,4.6,4.35,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45266,TS_45266,PT1,3.85,0,0,0,0,0,7.25,7.75,7.75,0,0,0,6.5,0,0,0,0,0,0,0
TS_45267,TS_45267,PT1,5,0,0,0,0,0,8.5,5,5,0,0,0,9.25,0,0,0,0,0,0,0
TS_45268,TS_45268,PT1,5.5,0,0,0,0,0,7.5,4.75,4.75,0,0,0,9.25,0,0,0,0,0,0,0
TS_45269,TS_45269,PT1,5,5.5,0,0,0,0,7.75,0,0,0,0,0,8.75,0,8,7,0,0,0,0
TS_45270,TS_45270,PT1,4.5,0,0,0,6.25,7.75,6.25,0,0,0,0,0,0,0,9.5,7,0,0,0,0
TS_45271,TS_45271,PT1,5,0,0,0,8.25,9.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45272,TS_45272,PT1,5,7.5,0,0,0,0,7.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45273,TS_45273,PT1,6.75,0,0,0,8.75,0,7.5,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45274,TS_45274,PT1,4.35,0,0,0,8.5,9.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45275,TS_45275,PT1,4.5,0,0,0,8.75,0,8,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_45276,TS_45276,PT1,8.5,9,8,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45277,TS_45277,PT1,7,0,5.6,0,0,0,6,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45278,TS_45278,PT1,5.5,0,0,0,0,0,8.5,5.5,5.5,0,0,0,8,0,0,0,0,0,0,0
TS_45279,TS_45279,PT1,5.25,0,0,0,8,0,7.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45280,TS_45280,PT1,4.25,0,0,5.25,0,0,6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_45281,TS_45281,PT1,8.75,9.5,0,0,0,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45282,TS_45282,PT1,5.25,0,0,0,0,8.25,6.5,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_45283,TS_45283,PT1,6,0,0,0,0,0,9,8,8,0,0,0,9.25,0,0,0,0,0,0,0
TS_45284,TS_45284,PT1,6,0,0,0,0,8.75,8,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_45285,TS_45285,PT1,6.5,0,0,6.75,0,0,7.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45286,TS_45286,PT1,5.75,0,0,0,6.35,8.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45287,TS_45287,PT1,4.1,4.6,0,0,0,0,7.75,3,3,0,0,0,0,0,9,6,0,0,0,0
TS_45288,TS_45288,PT1,5.6,0,0,0,7.75,9.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45289,TS_45289,PT1,4.35,0,0,0,7.5,0,7.25,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45290,TS_45290,PT1,6,0,4,0,0,0,6.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45291,TS_45291,PT1,6,7.25,0,0,0,0,8.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45292,TS_45292,PT1,4.25,0,0,0,0,5,7,0,0,0,0,0,7.25,0,0,0,6.5,7.5,0,0
TS_45293,TS_45293,PT1,5.25,7.5,0,0,0,0,7.75,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45294,TS_45294,PT1,4.1,0,0,0,7.25,0,5.5,4.75,4.75,0,0,0,0,0,8.25,5,0,0,0,0
TS_45295,TS_45295,PT1,5,0,0,0,0,0,8.5,5.75,5.75,0,0,0,8.25,0,0,0,0,0,0,0
TS_45296,TS_45296,PT1,6.5,0,0,0,8.5,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45297,TS_45297,PT1,5.75,8.25,0,0,0,0,7.75,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45298,TS_45298,PT1,9,8.5,8.25,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45299,TS_45299,PT1,4.5,0,6.25,0,0,0,7.75,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45300,TS_45300,PT1,5.75,8.5,0,0,0,0,7.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45301,TS_45301,PT1,5.75,7.5,0,0,0,0,7.25,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45302,TS_45302,PT1,5.6,0,0,0,0,0,7.75,6,6,0,0,0,7.75,0,0,0,0,0,0,0
TS_45303,TS_45303,PT1,5,0,0,0,9,8.75,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45304,TS_45304,PT1,4.75,0,6.75,6.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45305,TS_45305,PT1,4.75,0,0,0,5.6,0,7.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45306,TS_45306,PT1,5.25,8.25,6.75,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45307,TS_45307,PT1,4.5,0,0,0,8.25,0,7.25,0,0,0,0,0,8,0,0,0,0,0,0,0
TS_45308,TS_45308,PT1,6,0,0,0,8,0,8.25,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45309,TS_45309,PT1,3.85,0,0,0,5.6,0,7.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_45310,TS_45310,PT1,9.5,9.25,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45311,TS_45311,PT1,5.1,0,0,0,6.6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45312,TS_45312,PT1,5.75,7.1,0,0,0,0,6.5,0,0,0,0,0,8.75,0,9.25,7,0,0,0,0
TS_45313,TS_45313,PT1,6,0,0,0,5.95,0,8.5,0,0,0,0,0,8.25,0,0,0,0,0,0,0
TS_45314,TS_45314,PT1,5.5,0,0,0,7.5,0,7.75,0,0,0,0,0,8.5,0,0,0,0,0,0,0
TS_45315,TS_45315,PT1,4,0,0,0,0,0,5.75,4.5,4.5,0,0,0,7.75,0,8.25,5,0,0,0,0
TS_45316,TS_45316,PT1,4.1,0,0,0,9.75,0,9,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45317,TS_45317,PT1,4.2,0,0,0,6.5,7,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45318,TS_45318,PT1,7.6,0,6.5,0,0,0,8.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_45319,TS_45319,PT1,6.25,0,5.85,0,0,0,8,9.25,9.25,0,0,0,0,0,0,0,0,0,0,0
TS_45320,TS_45320,PT1,4.6,6.5,0,0,0,0,6.75,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0
TS_45321,TS_45321,PT1,5.25,0,0,0,6,8.75,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45322,TS_45322,PT1,3.45,0,0,0,7.25,10,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45323,TS_45323,PT1,7.25,7.5,0,0,0,0,7,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45324,TS_45324,PT1,7.75,7.75,0,0,0,0,8.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45325,TS_45325,PT1,5.5,0,0,0,8.25,0,7.75,0,0,0,0,0,9,0,0,0,0,0,0,0
TS_45326,TS_45326,PT1,3.6,7.25,4.5,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45327,TS_45327,PT1,4.75,3.85,0,0,0,0,7.25,2.25,2.25,0,0,0,0,0,0,0,0,0,0,0
TS_45328,TS_45328,PT1,4.35,0,0,0,6.25,0,7,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0
TS_45329,TS_45329,PT1,2.5,0,0,0,0,5.2,7.25,0,0,0,0,0,7.25,0,0,0,0,0,0,0
TS_45330,TS_45330,PT1,5.2,0,0,0,0,0,8.25,5,5,0,0,0,9.25,0,0,0,0,0,0,0
TS_45331,TS_45331,PT1,3.95,0,0,0,9.5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45332,TS_45332,PT1,6,0,0,0,0,6.35,7.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45333,TS_45333,PT1,4.75,0,0,6.5,0,0,7.25,0,0,0,0,0,8.75,0,0,0,0,0,0,0
TS_45334,TS_45334,PT1,5.75,7,0,0,0,0,8.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45335,TS_45335,PT1,4.75,0,0,0,6.25,6.85,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45336,TS_45336,PT1,8,8,0,0,0,0,4,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45337,TS_45337,PT1,6.75,7.25,0,0,0,0,8.5,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0
TS_45338,TS_45338,PT1,5.75,0,8,0,0,0,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45339,TS_45339,PT1,4.25,0,0,0,0,0,8.75,5.25,5.25,0,0,0,8,0,0,0,0,0,0,0
TS_45340,TS_45340,PT1,7.75,8.25,0,0,0,0,8.25,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45341,TS_45341,PT1,5.5,0,0,0,0,6.85,6.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45342,TS_45342,PT1,4.35,0,0,0,6.75,0,9,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45343,TS_45343,PT1,8,9,5.75,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45344,TS_45344,PT1,6.25,8,0,0,0,0,8,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0
TS_45345,TS_45345,PT1,4.75,0,0,0,0,0,5.75,4.5,4.5,0,0,0,8.75,0,0,0,0,0,0,0
TS_45346,TS_45346,PT1,5,0,0,0,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0
TS_45347,TS_45347,PT1,6,0,0,0,0,0,7.5,4.75,4.75,0,0,0,9.5,0,0,0,0,0,0,0
TS_45348,TS_45348,PT1,6.5,0,0,0,0,8.25,8,5.5,5.5,0,0,0,0,0,9,6,0,0,0,0
TS_45349,TS_45349,PT1,4.85,8.25,0,0,0,0,6.5,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45350,TS_45350,PT1,4.25,0,0,0,0,0,6.75,7,7,0,0,0,9,0,0,0,0,0,0,0
TS_45351,TS_45351,PT1,4.35,0,0,0,8.5,9.75,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45352,TS_45352,PT1,3.7,0,0,0,9.25,8.35,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45353,TS_45353,PT1,7.5,6.5,0,0,0,0,7.5,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0
TS_45354,TS_45354,PT1,8,0,0,0,0,0,6.5,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0
TS_45355,TS_45355,PT1,5.6,0,0,0,7.75,0,7.5,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45356,TS_45356,PT1,4.5,0,0,0,8.25,9.75,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45357,TS_45357,PT1,6.5,6.6,3.6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45358,TS_45358,PT1,6.25,0,7.25,0,0,0,8.25,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45359,TS_45359,PT1,5.75,0,0,0,8,9.75,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45360,TS_45360,PT1,6.5,0,0,0,8,0,7.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45361,TS_45361,PT1,6,0,0,0,0,0,8.5,3.5,3.5,0,0,0,9,0,0,0,0,0,0,0
TS_45362,TS_45362,PT1,4.25,0,0,0,8.25,7.5,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45363,TS_45363,PT1,4.5,0,0,0,7.5,0,7.5,0,0,0,0,4.6,0,0,0,0,0,0,0,0
TS_45364,TS_45364,PT1,7.6,0,0,0,0,0,9.5,7.8,7.8,0,0,0,0,0,0,0,0,0,0,0
TS_45365,TS_45365,PT1,2.6,0,0,0,6.6,9.25,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45366,TS_45366,PT1,6,6.6,0,0,0,0,8.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45367,TS_45367,PT1,5,0,0,0,8,0,8,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_45368,TS_45368,PT1,5.25,6.25,5.5,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45369,TS_45369,PT1,6.1,0,0,0,0,8.5,9,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0
TS_45370,TS_45370,PT1,6.1,0,0,0,0,0,8,7.75,7.75,0,0,0,8.5,0,0,0,0,0,0,0
TS_45371,TS_45371,PT1,6.35,0,0,0,0,0,8.25,5.75,5.75,0,0,0,8.5,0,0,0,0,0,0,0
TS_45372,TS_45372,PT1,5.25,8.25,6,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45373,TS_45373,PT1,4.1,0,0,0,9.1,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45374,TS_45374,PT1,4.5,0,0,0,0,8.25,7.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45375,TS_45375,PT1,4.35,0,0,0,0,0,8.25,6.25,6.25,0,0,0,8.5,0,0,0,0,0,0,0
TS_45376,TS_45376,PT1,6,0,5.85,0,0,0,8.75,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45377,TS_45377,PT1,3.1,0,0,0,5.5,7,7.25,0,0,0,0,0,0,0,9.5,6,0,0,0,0
TS_45378,TS_45378,PT1,5.75,0,0,0,7.6,0,8.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0
TS_45379,TS_45379,PT1,8.5,8.25,0,0,0,0,7.75,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0
TS_45380,TS_45380,PT1,6.85,7.1,0,0,0,0,7.75,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45381,TS_45381,PT1,7.25,9,0,0,0,0,6.75,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45382,TS_45382,PT1,3.1,0,3.6,0,0,0,5.5,5.5,5.5,0,0,0,0,0,9.75,7,0,0,0,0
TS_45383,TS_45383,PT1,7.5,7,0,0,0,0,8.75,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45384,TS_45384,PT1,4,0,0,0,0,10,9,6,6,0,0,0,0,0,0,0,0,0,0,0
TS_45385,TS_45385,PT1,5.75,0,0,0,7,0,8.25,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45386,TS_45386,PT1,5.1,0,0,0,7.25,7.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45387,TS_45387,PT1,4.75,5,0,0,0,0,7.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_45388,TS_45388,PT1,5.75,0,0,0,5.75,0,8.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45389,TS_45389,PT1,7.5,7.85,7,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45390,TS_45390,PT1,6.5,7.25,6.25,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45391,TS_45391,PT1,6.75,0,0,0,7.25,0,7.25,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45392,TS_45392,PT1,6.85,6.6,6.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45393,TS_45393,PT1,5.75,0,0,0,7.25,7.35,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45394,TS_45394,PT1,4.75,6.5,0,0,0,0,8,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0
TS_45395,TS_45395,PT1,5,0,0,0,9.25,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0
TS_45396,TS_45396,PT1,4.6,7.75,0,0,0,0,8.25,4,4,0,0,0,0,0,0,0,0,0,0,0
TS_45397,TS_45397,PT1,4.75,0,0,0,6,8.5,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45398,TS_45398,PT1,7,8.75,0,0,0,0,8.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
TS_45399,TS_45399,PT1,5.1,6.5,4.1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45400,TS_45400,PT1,4.25,0,0,0,9.25,0,7.25,8,8,0,0,0,0,0,0,0,0,0,0,0
TS_45401,TS_45401,PT1,5.5,0,5.75,5.85,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45402,TS_45402,PT1,5.25,6.85,3.5,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45403,TS_45403,PT1,5,0,0,0,9.75,9.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45404,TS_45404,PT1,5.5,0,5.1,0,0,0,8,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
TS_45405,TS_45405,PT1,4.5,0,0,0,0,0,7.5,3,3,0,0,0,8.5,0,0,0,0,0,0,0
TS_45406,TS_45406,PT1,3.1,0,0,5.85,4.75,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45407,TS_45407,PT1,7.25,0,5.75,6.75,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
TS_45408,TS_45408,PT1,7.5,8.75,0,0,0,0,7,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
TS_45409,TS_45409,PT1,8.5,8.75,0,0,0,0,8.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
TS_45410,TS_45410,PT1,6.25,8.25,0,0,0,0,7.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0
TS_45411,TS_45411,PT1,5.25,5.75,6.25,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0
